"Name","Disc. Date","mmax","R.A.","Dec."
"CSS131225:030144-092044","2013/12/25","17.03","03:01:44.32,03:01:44.328","-09:20:43.5,-09:20:43.512"
"SN2005nb","2005/12/17","17.04","12:13:37.61","+16:07:16.2,+16:07:16.21"
"SN2006bb","2006/03/25","17.04","08:33:31.09","+41:31:04.1,+41:31:04.12"
"SN2010jf","2010/10/20","17.04","03:40:43.47,03:40:43.464","+01:03:34.0,+01:03:33.98,+01:03:33.408"
"PS1-13eqn","2013/12/25","17.04","05:33:50.10","-13:21:18.8"
"CSS131110:075414+390330","2013/11/10","17.05","07:54:13.64,07:54:13.68","+39:03:29.7,+39:03:29.88"
"PTF12gdq","2012/06/26","17.05","15:11:35.31,15:11:35.28","+09:42:34.0,+09:42:33.984"
"PTF10accd","2010/11/18","17.05","02:13:30.40,02:13:30.408,02:13:30.50","+46:41:37.2,+46:41:37.32,+46:41:38.4"
"SN2011cl","2011/02/04","17.05","08:26:49.16,08:26:49.200,08:26:49.2","+20:22:31.8,+20:22:32.29,+20:22:31.80"
"SN2009mt","2009/11/25","17.05","04:02:57.68,04:02:57.672","+17:56:26.7,+17:56:26.70,+17:56:26.88"
"SN2010eh","2010/06/13","17.05","20:48:13.54,20:48:13.44","-05:48:13.0,-05:48:13.00,-05:48:12.996"
"SN2012fc","2012/09/20","17.05","23:10:12.71,23:10:12.72","+30:34:42.6,+30:34:42.60"
"SN2007ai","2007/03/06","17.06","16:12:53.74,16:12:53.76","-21:37:48.7,-21:37:48.72,-21:37:48.68"
"SN2006V","2006/02/04","17.06","11:31:30.01","-02:17:52.2,-02:17:52.19"
"SN2013bk","2013/04/07","17.06","09:40:47.55,09:40:47.52","-05:26:11.9,-05:26:11.90,-05:26:10.068,-05:26:11.868"
"CSS120926:040338-104946","2005/01/17","17.06","04:03:38.376","-10:49:45.48"
"SN2010je","2010/11/02","17.06","17:18:36.61,17:18:36.48","+41:40:56.7,+41:40:56.71,+41:40:57.36"
"SN2004ge","2004/11/17","17.07","06:50:00.13","+25:38:02.0,+25:38:02.00"
"CSS110703:141741+082232","2011/07/03","17.07","14:17:40.96,14:17:41.04","+08:22:32.4,+08:22:32.448"
"PTF11eie","2011/05/31","17.07","15:14:12.11,15:14:12.24","+20:46:32.4,+20:46:32.16"
"SN2006ep","2006/08/30","17.08","00:41:24.88","+25:29:46.7,+25:29:46.72"
"SN2005bx","2005/04/27","17.08","13:50:24.95","+68:33:19.4,+68:33:19.40"
"SN2011al","2011/02/05","17.08","10:26:56.21,10:26:56.16","+18:29:07.4,+18:29:07.40,+18:29:07.44"
"SN2010am","2010/03/12","17.08","09:33:01.75,09:33:01.68","+15:49:08.8,+15:49:08.80,+15:49:08.76"
"SSS130317:050350-190417","2013/03/17","17.08","05:03:50.24,05:03:50.256","-19:04:16.6,-19:04:16.68"
"SSS130422:140756-332924","2013/04/22","17.08","14:07:56.66,14:07:55.68","-33:29:24.4,-33:29:24.36"
"SN2012bq","2012/03/30","17.09","10:16:38.65,10:16:38.64","-06:46:36.2,-06:46:36.19,-06:46:36.156"
"SN2005lu","2005/12/11","17.1","02:36:03.71,02:36:3.72","-17:15:50.0,-17:15:50.04,-17:15:50.00"
"SN2009lf","2009/11/06","17.1","02:01:39.61,02:01:39.616,02:01:39.624","+15:19:58.1,+15:19:58.13,+15:19:58.44,+15:19:58.12,+15:19:58.08"
"SN2003ae","2003/01/23","17.1","09:28:22.60,09:28:22.58,09:28:22.588","+27:26:40.7,+27:26:40.70,+27:26:40.79"
"SN2003iv","2003/10/17","17.1","02:50:07.25","+12:50:46.5,+12:50:46.50"
"SN2010dt","2010/06/01","17.1","16:43:15.063,16:43:14.68,16:43:15.06,16:43:15.12","+32:40:27.56,+32:40:30.4,+32:40:30.40,+32:40:27.7,+32:40:27.84"
"SN2004K","2004/01/19","17.1","14:23:39.85","-19:26:50.0,-19:26:49.99"
"SSS111018:054350-330717","2005/11/30","17.1","05:43:50.4","-33:07:17.4"
"SN2011iu","2011/11/25","17.1","23:51:02.28,23:51:02.27","+46:43:21.7,+46:43:21.68"
"SN2003cs","2003/02/03","17.1","11:20:37.52,11:20:37.528","-04:54:32.7,-04:54:32.69,-04:54:32.79"
"SN2003de","2003/04/01","17.1","10:10:41.25,10:10:41.258","+35:44:52.9,+35:44:52.91,+35:44:52.99"
"SN2003gw","2003/08/07","17.1","05:11:47.68,05:11:47.688","+67:29:22.2,+67:29:22.20,+67:29:22.29"
"SN2003io","2003/09/30","17.1","02:17:26.87","+14:34:36.3,+14:34:36.30"
"SN2003iw","2003/10/17","17.1","21:39:43.03","+06:17:03.0,+06:17:03.01"
"SN2003ja","2003/10/22","17.1","02:12:11.81","+44:34:20.8,+44:34:20.78"
"SN2004dd","2004/07/12","17.1","00:27:52.98","-01:48:46.3,-01:48:46.30"
"SN2004dw","2004/08/19","17.1","19:03:38.25","+27:36:54.5,+27:36:54.50"
"SN2004eh","2004/09/08","17.1","02:26:11.82","+27:36:24.1,+27:36:24.08"
"SN2004eu","2004/10/06","17.1","02:20:34.86","+41:34:18.5,+41:34:18.52"
"SN2004F","2004/01/16","17.1","03:17:53.80,03:17:53.808","-07:17:43.0,-07:17:43.08,-07:17:43.01"
"SN2004gd","2004/11/06","17.1","07:09:11.71","+20:36:10.6,+20:36:10.58"
"SN2004gy","2004/12/28","17.1","13:03:58.54,13:03:58.42","+26:14:03.7,+26:14:03.70"
"SN2004I","2004/01/18","17.1","02:43:31.23,02:43:31.224","+00:18:30.7,+00:18:30.6,+00:18:30.71"
"SN2005Q","2005/01/28","17.1","01:30:03.51","-42:40:48.4,-42:40:48.40"
"SN2007ay","2007/03/22","17.1","08:17:14.85","+01:12:06.9,+01:12:06.91"
"SN2007cu","2007/06/27","17.1","16:06:00.65","+55:25:27.5,+55:25:27.52"
"SN2007iw","2007/09/13","17.1","13:59:58.70","-37:52:30.4,-37:52:30.40"
"SN2007so","2007/12/13","17.1","02:47:43.13","+13:15:14.8,+13:15:14.80"
"SN2008bj","2008/03/12","17.1","11:51:47.80","+46:52:29.8,+46:52:29.78"
"SN2008cv","2008/06/02","17.1","21:04:55.31","-21:43:49.5,-21:43:49.51"
"SN2008eb","2008/07/07","17.1","18:11:52.17","+14:58:50.6,+14:58:50.59"
"SN2009es","2009/05/24","17.1","23:59:14.42","+46:52:36.9,+46:52:36.91"
"SN2009H","2009/01/02","17.1","02:45:58.36","-07:35:00.3,-07:35:00.31"
"SN2009O","2009/01/15","17.1","03:29:02.35,03:29:22.35","-52:37:00.8,-52:37:00.80"
"SN2009X","2009/02/02","17.1","10:54:26.44","+59:02:13.1,+59:02:13.09"
"LSQ13g","2013/01/03","17.1","12:59:42.90","-19:42:17.8"
"MASTER OT J001502.14+413235.2","2013/08/30","17.1","00:15:02.14","+41:32:35.2"
"MASTER OT J013902.45+613055.6","2012/01/13","17.1","01:39:02.45","+61:30:55.6"
"PSN J03104563-1047421","2013/09/08","17.1","03:10:45.63","-10:47:42.1"
"PSN J06015600-1756344","2012/11/23","17.1","06:01:56.00","-17:56:34.4"
"PSN J09500634-1830175","2011/02/11","17.1","09:50:06.34","-18:30:17.5"
"PSN J10483782+6621363","2011/06/27","17.1","10:48:37.81","+66:21:36.2"
"PSN J11592726-4709413","2011/06/26","17.1","11:59:27.26","-47:09:41.2"
"PSN J15495114+6054481","2013/06/18","17.1","15:49:51.14","+60:54:48.1"
"PSN J20540830-7820035","2013/05/10","17.1","20:54:08.30","-78:20:03.5"
"PTF11khk","2011/08/09","17.1","17:02:58.05,17:02:58.08,17:02:58.03","+40:31:06.8,+40:31:06.96,+40:31:28.6"
"PTF11kjr","2011/08/16","17.1","01:41:43.04","+13:40:34.9"
"PTF12dhb","2012/04/20","17.1","16:16:57.43,16:16:57.36","+49:41:50.5,+49:41:50.64"
"PTF13dzm","2013/11/08","17.1","01:11:17.84","+33:06:44.8"
"PTF13e","2013/02/01","17.1","12:13:44.43","+28:38:55.7"
"SN2010af","2010/03/04","17.1","11:39:19.3,11:39:19.30","+89:06:06,+89:06:05.7,+89:06:05.69"
"SN2010at","2010/03/19","17.1","12:04:59.47","+76:07:52.3,+76:07:52.28"
"SN2010cl","2010/04/29","17.1","09:50:12.32","-12:03:09.2,-12:03:09.22"
"SN2010fy","2010/07/07","17.1","05:24:52.46","-46:46:37.1,-46:46:37.09"
"SN2010ga","2010/07/08","17.1","00:34:43.83","+09:54:36.1,+09:54:36.11"
"SN2010jo","2010/11/06","17.1","00:57:35.61,00:57:35.58,00:57:35.60","-01:23:33.3,-01:23:33.40,-01:23:33.0"
"SN2010jq","2010/11/11","17.1","10:36:36.40","-27:28:44.5,-27:28:44.51"
"SN2011dg","2011/05/18","17.1","15:05:09.10","-43:30:46.2,-43:30:46.19"
"SN2011ft","2011/08/30","17.1","17:52:42.98","+29:04:10.6,+29:04:10.60"
"SN2011jr","2011/12/25","17.1","07:06:39.92,07:06:39.91","+23:53:37.0,+23:53:37.00"
"SN2012cb","2012/04/27","17.1","05:28:17.95","+76:39:55.9,+76:39:55.91"
"SN2012cf","2012/05/14","17.1","13:41:10.49","+30:22:37.2,+30:22:37.20"
"SN2012cn","2012/05/14","17.1","12:08:24.46","+62:56:24.0,+62:56:24.00"
"SN2012gq","2012/11/14","17.1","02:52:46.01","+46:55:52.3,+46:55:52.28"
"SN2012R","2012/01/05","17.1","14:21:14.21","-36:13:10.7,-36:13:10.70"
"SN2013az","2013/03/24","17.1","05:39:52.13,05:39:52.128","-40:30:28.1,-40:30:28.12,-40:30:28.08"
"SN2013bw","2013/04/14","17.1","10:46:52.33,10:46:52.37,10:46:52.32","-01:23:27.8,-01:23:26.92,-01:23:26.9,-01:23:26.916"
"SN2013ci","2013/05/04","17.1","17:04:53.68","+09:07:59.6,+09:07:59.59"
"SN2013ds","2013/07/01","17.1","16:11:29.58","+57:22:51.7,+57:22:51.71"
"SN2013F","2013/01/05","17.1","23:28:45.03,23:28:45.12","-41:19:56.2,-41:19:56.21,-41:19:56.28"
"SN2013hw","2013/12/30","17.1","10:32:55.43","-01:55:13.6,-01:55:13.58"
"SN2013O","2013/01/21","17.1","08:52:05.98","+52:36:06.2,+52:36:06.19"
"SNhunt36","2011/02/07","17.1","04:28:07.13,04:28:07.152","-14:46:11.3,-14:46:11.28"
"CSS100706:141532-094356","2005/03/13","17.1","14:15:31.68","-09:43:55.92"
"SN2009lx","2009/11/24","17.1","11:40:18.85,11:40:18.96","+03:00:18.4,+03:00:18.40,+03:00:18.36"
"SN2010kz","2010/10/13","17.1","02:45:37.19,02:45:37.2","-11:12:39.4,-11:12:39.38,-11:12:39.6"
"SSS120416:211543-192250","2012/04/16","17.1","21:15:43.27,21:15:43.2","-19:22:50.1,-19:22:50.13,-19:22:50.16"
"MLS161005:015134+290523","2005/09/29","17.11","01:51:34.08","+29:05:22.92"
"SN2012gg","2012/10/27","17.12","04:36:11.05,04:36:11.04,04:36:11","-05:04:53.1,-05:04:53.11,-05:04:53.148,-05:04:53"
"PS1-13dvo","2013/11/01","17.12","06:07:21.19","+00:17:53.0"
"CSS130916:011806+271126","2013/09/16","17.13","01:18:05.60,01:18:05.59,01:18:05.61,01:18:05.592","+27:11:25.7,+27:11:26.8,+27:11:25.8"
"SN2009ee","2009/05/09","17.13","11:21:25.30,11:21:25.2","+34:20:23.3,+34:20:23.32,+34:20:23.28"
"CSS130917:181255+641840","2013/09/16","17.13","18:12:55.34,18:12:55.33,18:12:55.32,18:12:55.44","+64:18:40.2,+64:18:38.3,+64:18:40.32"
"SN2010fx","2010/07/04","17.13","23:03:43.29,23:03:43.2","-07:13:54.2,-07:13:54.19,-07:13:54.192"
"SN2012S","2012/01/26","17.13","01:49:47.70,01:49:47.712","+31:44:49.6,+31:44:49.60,+31:44:49.56"
"SN2006os","2006/11/21","17.14","02:55:01.01,02:55:1.10","+16:00:34.8,+16:00:34.92,+16:00:34.81"
"SN2013fj","2013/09/07","17.14","22:15:28.51,22:15:28.47","+15:34:04.1,+15:34:04.12,+15:34:03.1"
"CSS130513:124544-105008","2013/05/13","17.14","12:45:44.18,12:45:44.16","-10:50:08.3,-10:50:08.16"
"LSQ11bk","2011/12/06","17.15","04:20:44.270,04:20:44.25,04:20:44.27","-08:35:55.46,-08:35:55.75,-08:35:55.4"
"CSS120127:003939-071615","2012/01/27","17.15","00:39:39.211","-07:16:15.456"
"SN2010in","2010/10/06","17.15","01:16:14.62,01:16:14.616","-30:32:45.4,-30:32:45.38,-30:32:45.6"
"SN2004ff","2004/10/30","17.16","04:58:46.19","-21:34:12.0,-21:34:12.00"
"SN2006lc","2006/10/21","17.17","22:44:24.48,22:44:24.45","-00:09:53.5,-00:09:53.532,-00:09:53.514,-00:09:54.1404,-00:09:53.89,-00:09:53.9"
"SN2006cf","2006/05/11","17.17","10:54:02.58","+46:01:36.3,+46:01:36.30"
"CSS121005:212556+122328","2012/10/05","17.17","21:25:55.86,21:25:55.92","+12:23:27.8,+12:23:27.6"
"PS1-13dgz","2013/09/22","17.17","22:43:31.16","+11:21:49.8"
"SN2006ev","2006/09/12","17.18","21:30:59.26,21:30:59.28","+13:59:21.2,+13:59:21.12,+13:59:21.19"
"SN2010ji","2010/10/17","17.18","01:45:31.91,01:45:31.92","+25:32:15.3,+25:32:15.29,+25:32:15.36"
"PS1-13dmk","2013/10/10","17.19","02:46:26.19","+47:13:14.0"
"SN2008dt","2008/06/30","17.2","16:56:30.56,16:56:30.592","+27:58:33.2,+27:58:33.83,+27:58:33.20"
"SN2007ob","2007/10/28","17.2","23:12:25.99,23:12:25.988","+13:54:49.3,+13:54:49.13,+13:54:49.28"
"SN2008ei","2008/07/23","17.2","22:17:33.25","+33:15:21.3,+33:15:21.31"
"SN2008by","2008/04/19","17.2","12:05:20.98,12:05:20.907","+40:56:45.6,+40:56:44.43,+40:56:45.60"
"SN2005ba","2005/04/01","17.2","11:37:42.58","+22:00:38.9,+22:00:38.92"
"SN2007W","2007/02/15","17.2","13:21:48.50","-13:12:56.9,-13:12:56.92"
"SN2007kf","2007/09/22","17.2","17:31:31.76,17:31:31.266","+69:18:40.1,+69:18:39.59,+69:18:40.10"
"SN2007bb","2007/04/02","17.2","07:01:07.46","+51:15:57.3,+51:15:57.31"
"SN2013av","2013/03/01","17.2","12:19:32.65,12:19:32.64,12:19:33","+38:02:25.9,+38:02:25.91,+38:02:25.8,+38:02:26"
"SN2013gx","2013/11/29","17.2","01:02:23.27,01:02:23.256","+20:33:21.2,+20:33:21.20,+20:33:21.8,+20:33:22.68"
"CSS090601:093337+321158","2009/06/01","17.2","09:33:37.39,09:33:37.44","+32:11:58.7,+32:11:58.56"
"iPTF13dkx","2013/09/14","17.2","01:20:53.14,01:20:53.11","+03:20:23.7"
"SN2003at","2003/02/15","17.2","16:38:47.81,16:38:47.818","+66:01:23.7,+66:01:23.70,+66:01:23.79"
"SN2003bf","2003/02/18","17.2","08:08:26.35,08:08:26.358","+12:19:56.2,+12:19:56.21,+12:19:56.29"
"SN2003bu","2003/03/11","17.2","14:00:31.45,14:00:31.458","-28:52:32.7,-28:52:32.70,-28:52:32.79"
"SN2003gc","2003/03/27","17.2","10:54:22.26,10:54:22.268","-06:15:48.9,-06:15:48.89,-06:15:48.99"
"SN2003gk","2003/07/01","17.2","23:01:42.99,23:01:42.998","+02:16:08.7,+02:16:08.69,+02:16:08.79"
"SN2004ee","2004/07/31","17.2","02:06:14.62","-37:20:05.4,-37:20:05.39"
"SN2004ez","2004/10/15","17.2","10:52:15.11","+32:57:20.1,+32:57:20.09"
"SN2004gf","2004/11/20","17.2","21:57:52.39","+42:18:57.8,+42:18:57.82"
"SN2004hx","2004/09/22","17.2","02:41:12.60","-00:52:46.0,-00:52:45.98"
"PSN J20030024-1712114","2005/08/02","17.2","20:03:00.24","-17:12:11.4"
"SN2005aq","2005/03/07","17.2","04:31:38.82","-04:35:06.8,-04:35:06.79"
"SN2005kg","2005/11/17","17.2","21:11:39.15","-23:10:20.0,-23:10:19.99"
"SN2005kx","2005/11/26","17.2","10:14:26.09","+77:49:19.4,+77:49:19.42"
"SN2006ap","2006/03/02","17.2","17:30:41.19","+06:16:33.1,+06:16:33.10"
"SN2006bj","2006/03/26","17.2","12:22:19.16","+07:37:25.3,+07:37:25.28"
"SN2006eg","2006/08/20","17.2","02:32:53.57","+19:15:33.2,+19:15:33.19"
"SN2006Q","2006/01/24","17.2","01:38:18.74","+35:21:54.5,+35:21:54.50"
"SN2007dk","2007/04/19","17.2","12:31:25.43","-04:29:13.5,-04:29:13.49"
"SN2008cy","2008/06/06","17.2","15:16:52.10,15:16:52.09","-13:25:14.0,-13:25:14.02"
"SN2008ea","2008/07/06","17.2","23:20:22.58,23:20:22.62","+27:19:10.2,+27:19:10.20,+27:19:11.0"
"SN2008gc","2008/10/03","17.2","02:10:36.63","-53:45:59.5,-53:45:59.51"
"SN2008gx","2008/11/04","17.2","10:15:32.95","+74:12:59.1,+74:12:59.11"
"SN2008ht","2008/11/23","17.2","09:24:23.49","+28:17:43.2,+28:17:43.19"
"SN2008im","2008/12/26","17.2","04:01:02.11,04:01:02.15","+74:05:49.1,+74:05:48.52,+74:05:48.5"
"SN2009hs","2009/07/28","17.2","17:55:50.93","+62:35:59.1,+62:35:59.10"
"SN2009jv","2009/10/16","17.2","09:40:57.83","+47:37:04.0,+47:37:04.01,+47:37:04"
"SN2009jy","2009/10/14","17.2","10:19:39.25","-25:49:21.9,-25:49:21.90"
"SN2009my","2009/12/24","17.2","11:10:46.38","+12:01:14.6,+12:01:14.59"
"SN2009Q","2009/01/30","17.2","15:40:12.85","+70:44:18.1,+70:44:18.10"
"SNF20080323-005","2008/03/23","17.2","10:09:46.25","+05:10:11.0"
"SNF20080620-000","2008/06/20","17.2","16:10:17.48","+22:43:32.9"
"SNF20080914-001","2008/09/14","17.2","04:57:27.43","-00:04:08.3"
"MASTER OT 160558.15+275921.7","2011/08/09","17.2","16:05:58.15","+27:59:21.6"
"MASTER OT J225614.61+3808.3","2011/11/04","17.2","22:56:14.60","+38:08:15.3"
"PSN J00564446-0954595","2013/06/10","17.2","00:56:44.46","-09:54:59.5"
"PSN J03055989+0432382","2013/12/21","17.2","03:05:59.89","+04:32:38.2"
"PSN J11095567+3657025","2013/05/15","17.2","11:09:55.67","+36:57:02.5"
"PSN J13185081+7245475","2013/01/02","17.2","13:18:50.81","+72:45:47.5"
"PSN J15211341+1415049","2013/07/03","17.2","15:21:13.41","+14:15:04.9"
"PSN J17142791+2303338","2013/01/25","17.2","17:14:27.91","+23:03:33.8"
"SN candidate in PGC066672","2010/10/16","17.2","21:23:21.37","+17:15:18.9"
"SN2010D","2010/01/10","17.2","10:31:44.28,10:31:44.3","+46:40:05.0,+46:40:05.02"
"SN2010hh","2010/09/01","17.2","17:59:18.38","+45:52:32.2,+45:52:32.02"
"SN2010hw","2010/09/12","17.2","17:04:50.19","+12:55:36.4,+12:55:36.41"
"SN2010jp","2010/11/11","17.2","06:16:30.63","-21:24:36.3,-21:24:36.29"
"SN2011as","2011/01/24","17.2","04:37:06.66,04:37:06.65","+43:55:35.3,+43:55:35.29,+43:55:35.2"
"SN2011fq","2011/08/22","17.2","00:41:51.40","+32:59:23.4,+32:59:23.39,+32:59:23.3"
"SN2011hm","2011/10/27","17.2","02:02:13.38,02:02:13.632","-06:05:01.6,-06:05:01.61,-06:05:06"
"SN2011hu","2011/11/06","17.2","06:33:40.85,06:33:40.84","-34:16:26.7,-34:16:26.69"
"SN2012co","2012/05/03","17.2","21:44:08.52","+46:14:51.1,+46:14:51.11"
"SN2012fx","2012/08/22","17.2","02:55:41.20,02:55:41.26","-27:25:27.6,-27:25:26.2,-27:25:27.59"
"SN2012fy","2012/08/12","17.2","19:37:15.72","-42:18:27.1,-42:18:27.11"
"SN2012gy","2012/11/15","17.2","07:56:35.55,07:56:35.71,07:56:35.52","+39:54:07.2,+39:54:05.4,+39:54:07.20"
"SN2012hf","2012/11/22","17.2","10:56:57.46","-14:17:37.8,-14:17:37.79"
"SN2012hm","2012/12/07","17.2","02:33:23.32","+39:40:16.9,+39:40:16.90"
"SN2013B","2013/01/03","17.2","09:04:00.80","-72:03:24.8,-72:03:24.80"
"SN2013gr","2013/11/28","17.2","01:46:27.90","-58:40:23.8,-58:40:23.81"
"SN2013gt","2013/11/16","17.2","07:21:31.66,07:21:31.65","+55:45:32.3,+55:45:32.11,+55:45:32.1"
"SNhunt110","2012/02/12","17.2","03:08:27.63,03:08:27.624","+04:05:34.5,+04:05:34.512"
"SNhunt98","2011/12/31","17.2","22:16:11.24,22:16:11.28","+27:54:24.8,+27:54:24.84"
"SN2012ia","2012/12/12","17.21","10:35:48.24","+39:00:27.9,+39:00:27.90,+39:00:28.08"
"SN2005lb","2005/09/10","17.22","22:54:50.06,22:54:50.16,22:54:49.92,22:54:50.05","-00:15:08.9,-00:15:09,-00:15:09.0072,-00:15:09.2808,-00:15:09.0,-00:15:09.00"
"SN2003gq","2003/07/24","17.22","22:53:20.68,22:53:20.638","+32:07:57.6,+32:07:57.61,+32:07:57.69"
"SN2005eo","2005/09/27","17.22","07:59:13.94,07:59:13.92","+32:55:19.7,+32:55:18.48,+32:55:19.70"
"PTF12emp","2012/05/17","17.22","13:13:53.66","+34:06:59.7"
"SN2012eu","2012/08/27","17.22","03:13:04.16,03:13:04.152","-08:23:31.7,-08:23:31.70,-08:23:31.704"
"PS1-13equ","2013/12/30","17.23","08:31:58.37","-18:08:35.3"
"SN2005hc","2005/10/12","17.24","01:56:47.976,01:56:47.9,01:56:47.952,01:56:47.928,01:56:47.95,01:56:47.94","-00:12:48.62,-00:12:49,-00:12:49.392,-00:12:49.6332,-00:12:49.40,-00:12:49.2,-00:12:49.21"
"SN2003gn","2003/07/22","17.24","22:33:51.68,22:33:51.688","+20:48:08.5,+20:48:08.50,+20:48:08.59"
"SN2011gg","2011/09/20","17.24","00:46:21.08,00:46:21.07,00:46:21.072","-09:09:27.7,-09:09:27.68,-09:09:27.684"
"SN2013fl","2013/09/22","17.25","17:33:39.53,17:33:39.55,17:33:39.6","+50:22:25.5,+50:22:25.50,+50:22:25.68"
"CSS131002:080005+400532","2013/10/02","17.25","08:00:05.02,08:00:05.01,08:00:05.04","+40:05:31.9,+40:05:31.8,+40:05:31.92"
"SN2008al","2008/02/13","17.25","02:46:07.23,02:46:07.224","-07:38:33.8,-07:38:33.79,-07:38:33.792"
"CSS121009:011101-172841","2012/10/09","17.26","01:11:01.00,01:11:01.032","-17:28:41.0,-17:28:41.52"
"SN2010lf","2010/11/12","17.26","01:07:19.37,01:07:19.368","+17:59:08.6,+17:59:08.59,+17:59:08.52"
"SN2012dw","2012/07/23","17.26","21:22:35.28","-33:33:54.6,-33:33:54.61,-33:33:54.72"
"PS1-13dii","2013/09/27","17.27","23:29:47.35","+29:00:54.6"
"SN2011kk","2011/01/25","17.28","05:07:37.88,05:07:37.90,05:07:37.872","+07:15:24.6,+07:15:25.09,+07:15:25.1,+07:15:24.588"
"CSS130915:231108+173855","2013/09/15","17.29","23:11:08.20,23:11:08.16","+17:38:54.9,+17:38:54.96"
"SN2009nh","2009/11/26","17.29","09:10:59.01,09:10:59.04","+15:36:41.1,+15:36:41.11,+15:36:41.04"
"SN2007cp","2007/06/13","17.29","12:42:12.72","-17:24:07.7,-17:24:07.70"
"SN2013ad","2013/02/15","17.29","03:38:41.03,03:38:41.04","+10:18:27.2,+10:18:27.22,+10:18:27.36"
"SN2003hd","2003/08/09","17.3","01:49:46.31,01:49:46.32,01:49:46.318","-21:54:37.8,-21:54:37.80,-21:54:37.89"
"SN2008Y","2008/02/06","17.3","11:19:30.57,11:19:30.581","+54:27:46.2,+54:27:46.21,+54:27:46.19"
"SN2007kj","2007/10/02","17.3","00:01:19.58","+13:06:30.6,+13:06:30.60"
"SN2010cn","2010/05/04","17.3","11:04:06.57","+04:49:58.7,+04:49:58.69"
"SN2007hu","2007/09/09","17.3","16:56:29.96,16:56:29.887","+27:58:40.4,+27:58:39.75,+27:58:40.40"
"SN2006Y","2006/02/03","17.3","07:13:17.19","-51:41:18.8,-51:41:18.82"
"SN2006bl","2006/04/04","17.3","15:39:50.62","+14:11:21.3,+14:11:21.30,+14:11:21.2"
"SN2008an","2008/02/24","17.3","17:38:28.18","+61:02:13.7,+61:02:13.70"
"SN2006cq","2006/05/29","17.3","13:24:25.10","+30:57:22.7,+30:57:22.72"
"SN2006ms","2006/11/06","17.3","20:38:20.52","-52:06:55.9,-52:06:55.91"
"PTF13f","2013/02/01","17.3","16:29:26.18","+38:25:11.2,+38:25:11.0"
"SN2003ao","2003/02/10","17.3","09:45:48.46,09:45:48.468","-14:22:14.0,-14:22:14.02,-14:22:14.09"
"SN2003M","2003/01/13","17.3","12:13:21.00,12:13:21.008","+21:38:48.4,+21:38:48.41,+21:38:48.49"
"SN2013X","2013/02/06","17.3","12:17:15.19","+46:43:35.9,+46:43:35.90"
"SN0304","2003/04/17","17.3","15:15:06.97,15:15:06.978","+42:12:19.3,+42:12:19.39"
"SN2003ia","2003/09/15","17.3","16:17:41.17","+35:00:07.2,+35:00:07.20"
"SN2003im","2003/09/30","17.3","00:44:59.28","-08:53:11.5,-08:53:11.51"
"SN2004bq","2004/05/05","17.3","20:43:58.28","-20:40:25.7,-20:40:25.72"
"SN2004ec","2004/08/29","17.3","17:08:04.96","+26:22:44.4,+26:22:44.40"
"SN2004ew","2004/10/08","17.3","02:05:06.17","-55:06:31.6,-55:06:31.61"
"CSS090319:094627-130816","2009/03/19","17.3","09:46:27.45","-13:08:15.8"
"SN2005ah","2005/02/10","17.3","06:00:45.77","-58:35:20.8,-58:35:20.80"
"SN2005bh","2005/04/10","17.3","11:29:44.00","+22:07:39.1,+22:07:39.11"
"SN2005co","2005/06/20","17.3","23:30:53.58","-02:56:18.4,-02:56:18.38"
"SN2005ct","2005/07/01","17.3","00:39:40.50","-14:14:16.6,-14:14:16.58"
"SN2005km","2005/11/22","17.3","11:20:48.72","+32:17:25.2,+32:17:25.19"
"SN2005ma","2005/12/24","17.3","04:49:53.91","-10:45:23.4,-10:45:23.40"
"SN2005my","2005/12/30","17.3","04:01:53.13","-41:56:08.3,-41:56:08.30"
"SN2007dl","2007/04/22","17.3","13:56:54.23","+10:50:39.2,+10:50:39.19"
"SN2007hc","2007/08/24","17.3","00:35:57.94,00:35:58.01","+24:02:13.5,+24:02:13.4,+24:02:13.42"
"SN2007J","2007/01/15","17.3","02:18:51.70","+33:43:43.3,+33:43:43.28"
"SN2007rb","2007/10/26","17.3","09:27:11.58","-11:38:17.7,-11:38:17.70"
"SN2008da","2008/06/07","17.3","20:00:57.41","-47:04:02.7,-47:04:02.71"
"SN2009hf","2009/07/09","17.3","00:37:21.79","-19:56:42.2,-19:56:42.22"
"SN2009ht","2009/07/19","17.3","00:56:46.89,00:56:46.92","-01:35:51.3,-01:35:51.29"
"SN2009ih","2009/08/21","17.3","15:55:31.05","+41:56:54.0,+41:56:53.99"
"SN2009jx","2009/10/17","17.3","21:12:09.77","-01:28:32.5,-01:28:32.48"
"SN2009nn","2009/12/05","17.3","12:33:56.42,12:33:56.40","+13:55:09.0,+13:55:09.01,+13:55:08.3"
"SN2009np","2009/12/15","17.3","12:27:06.62","+06:25:33.3,+06:25:33.31"
"LSQ13dkg","2013/12/09","17.3","11:15:53.20","-16:08:26.4"
"MASTER OT J072844.02+4519.3","2011/11/07","17.3","07:28:43.97","+45:19:36.5"
"PSN J01551837-1746463","2010/10/13","17.3","01:55:18.37","-17:46:46.3"
"PSN J11430127+2357016","2013/05/29","17.3","11:43:01.27","+23:57:01.6"
"PSN J13490128-3017247","2013/01/23","17.3","13:49:01.28","-30:17:24.7"
